omm_id;hydro_year;Date;helio;hr;hr_max/mes;hr_min/mes;nub;prcp_PMDA;prcp_PTA;pres_est;pres_nm;td;tmax;tmed;tmin;vmax_d;vmax_f;vmed
87467;1996;1996-10-31;7.86;71.35;88.0;44.0;3.42;44.0;145.0;999.62;1012.96;12.37;33.0;18.5;6.5;36.0;41.2;4.09
87467;1996;1996-11-30;9.66;63.23;91.0;47.0;2.7;36.0;54.0;998.28;1011.44;13.69;37.7;22.0;7.1;36.0;43.2;4.36
87467;1996;1996-12-31;8.2;74.77;93.0;54.0;3.35;24.0;58.1;995.52;1008.58;18.1;35.5;23.5;11.6;36.0;36.0;4.06
87467;1996;1997-01-31;9.41;74.23;89.0;58.0;2.9;31.0;97.3;996.38;1009.36;20.14;36.4;25.68;16.0;36.0;33.4;2.36
87467;1996;1997-02-28;9.35;72.46;97.0;57.0;3.11;28.0;35.1;999.65;1012.86;16.2;36.4;22.05;5.8;36.0;36.0;4.11
87467;1996;1997-03-31;7.74;71.13;91.0;53.0;2.61;10.0;22.9;1001.15;1014.39;15.04;34.6;21.4;8.0;36.0;18.0;2.57
87467;1996;1997-04-30;8.04;72.77;89.0;51.0;2.3;41.0;60.5;1000.18;1013.53;12.17;34.5;18.1;1.7;36.0;20.6;2.95
87467;1996;1997-05-31;6.23;74.35;88.0;54.0;2.84;1.0;1.5;1003.53;1017.06;10.4;32.5;15.68;-2.6;36.0;27.8;3.4
87467;1997;1997-06-30;4.29;84.03;99.0;60.0;4.23;26.0;31.799999999999997;998.66;1012.35;7.59;22.0;10.62;-4.0;36.0;40.1;4.09
87467;1997;1997-07-31;5.09;80.9;99.0;52.0;4.32;15.0;15.7;1002.11;1015.74;8.6;32.0;12.35;-2.6;36.0;23.2;4.21
87467;1997;1997-08-31;5.74;78.68;99.0;53.0;4.23;3.0;6.9;1004.62;1018.3;8.45;36.6;12.79;-3.0;36.0;23.7;4.35
87467;1997;1997-09-30;6.6;64.77;92.0;44.0;3.33;18.0;23.0;1001.24;1014.74;7.41;30.5;15.23;1.0;36.0;16.5;4.59
87467;1997;1997-10-31;6.34;70.77;96.0;47.0;4.26;28.0;106.7;999.27;1012.65;11.56;35.0;17.84;4.8;36.0;22.1;6.05
87467;1997;1997-11-30;7.1;71.63;93.0;49.0;4.47;65.0;144.6;998.6;1011.79;14.48;35.6;20.61;8.0;36.0;20.1;4.97
87467;1997;1997-12-31;7.61;74.61;94.0;45.0;4.39;54.0;182.0;995.15;1008.33;16.68;36.3;22.12;10.4;36.0;27.3;4.8
87467;1997;1998-01-31;8.53;80.94;94.0;65.0;3.65;116.0;215.8;997.01;1010.17;18.25;36.1;22.07;11.1;36.0;30.4;3.38
87467;1997;1998-02-28;6.01;85.04;98.0;72.0;4.61;85.0;180.0;1001.0;1014.27;17.31;31.8;20.24;10.6;23.0;25.2;3.85
87467;1997;1998-03-31;5.64;81.81;95.0;68.0;4.39;25.0;65.3;1001.17;1014.48;15.3;34.2;18.94;4.2;36.0;29.8;2.46
87467;1997;1998-04-30;4.08;83.37;99.0;67.0;5.1;26.0;57.3;1001.51;1014.98;13.09;29.0;16.35;5.3;36.0;22.1;4.36
87467;1997;1998-05-31;4.56;85.16;97.0;75.0;4.13;17.0;54.1;1004.95;1018.58;10.93;28.7;13.77;3.0;36.0;22.1;2.78
87467;1998;1998-06-30;4.59;84.2;95.0;74.0;4.13;6.0;7.0;1006.03;1019.82;7.45;23.6;10.38;0.0;36.0;11.3;2.66
87467;1998;1998-07-31;4.95;83.97;98.0;69.0;3.42;6.0;10.0;1004.9;1018.63;8.02;23.6;11.19;0.0;36.0;15.4;2.89
87467;1998;1998-08-31;6.05;75.77;95.0;53.0;3.71;6.0;9.1;1005.4;1019.14;6.25;24.5;11.17;0.2;36.0;18.0;2.89
87467;1998;1998-09-30;6.92;62.9;91.0;48.0;3.0;4.0;8.0;1005.09;1018.75;4.97;28.3;12.99;-4.5;36.0;33.4;4.57
87467;1998;1998-10-31;7.65;63.55;91.0;47.0;3.19;23.0;48.5;1001.95;1015.28;10.87;37.0;19.23;4.0;36.0;33.4;4.03
87467;1998;1998-11-30;7.43;68.63;94.0;45.0;3.77;32.0;127.5;999.82;1013.06;13.28;35.3;20.18;6.2;36.0;25.2;4.36
87467;1998;1998-12-31;9.89;67.48;91.0;51.0;2.39;30.0;122.0;997.42;1010.57;14.62;36.5;21.75;9.8;36.0;33.4;3.66
87467;1998;1999-01-31;9.15;72.32;86.0;51.0;3.19;16.0;43.0;998.75;1011.93;15.94;33.7;21.75;8.7;36.0;20.1;3.12
87467;1998;1999-02-28;9.35;77.71;93.0;70.0;2.61;27.5;61.5;997.95;1011.06;17.87;34.2;22.52;10.7;36.0;22.6;2.6
87467;1998;1999-03-31;6.08;82.16;98.0;71.0;4.58;37.0;131.7;998.8;1011.99;17.5;34.8;21.08;9.8;36.0;19.0;3.25
87467;1998;1999-04-30;5.4;81.47;97.0;59.0;4.0;54.0;107.1;1005.04;1018.58;11.74;30.7;15.34;-0.7;36.0;16.5;3.51
87467;1998;1999-05-31;4.84;80.68;98.0;67.0;4.39;7.0;11.0;1005.36;1019.02;9.36;30.3;13.14;-0.9;36.0;11.3;2.15
87467;1999;1999-06-30;3.57;83.83;99.0;66.0;5.5;20.0;33.4;1004.37;1018.15;6.83;22.4;9.87;-3.0;36.0;10.8;2.72
87467;1999;1999-07-31;5.13;82.42;95.0;55.0;3.42;2.0;2.7;1007.39;1021.32;4.9;24.4;8.27;-2.7;36.0;13.4;2.88
87467;1999;1999-08-31;7.06;71.35;96.0;57.0;2.32;8.0;9.1;1004.46;1018.2;5.5;29.0;11.44;-6.8;36.0;11.8;4.15
87467;1999;1999-09-30;6.79;80.33;99.0;61.0;3.73;43.0;73.0;1001.18;1014.63;11.83;29.6;15.69;2.9;36.0;12.9;4.01
87467;1999;1999-10-31;6.94;74.61;98.0;55.0;3.81;34.0;57.4;1004.03;1017.45;12.94;33.3;18.18;1.4;36.0;10.8;3.98
87467;1999;1999-11-30;8.04;60.73;90.0;40.0;2.97;17.0;51.0;1000.24;1013.5;11.61;35.5;20.56;4.7;36.0;33.4;3.61
87467;1999;1999-12-31;7.88;66.97;90.0;38.0;3.71;111.5;184.1;998.09;1011.24;14.7;36.3;22.07;5.2;36.0;11.8;3.29
87467;1999;2000-01-31;9.45;72.71;90.0;57.0;3.0;36.0;92.8;996.86;1009.93;18.11;35.4;23.91;14.8;36.0;20.6;1.95
87467;1999;2000-02-29;7.91;77.59;92.0;64.0;3.55;60.0;138.0;999.34;1012.49;17.41;35.5;22.03;8.6;36.0;13.4;1.77
87467;1999;2000-03-31;7.25;76.35;93.0;53.0;3.29;35.0;61.7;1000.49;1013.79;14.49;32.1;19.35;3.5;29.0;12.9;2.35
87467;1999;2000-04-30;5.29;83.73;97.0;68.0;4.4;36.0;172.3;1001.67;1015.04;14.75;33.7;17.96;6.6;36.0;11.3;2.32
87467;1999;2000-05-31;3.98;84.32;98.0;71.0;4.77;39.6;105.9;1003.92;1017.57;9.85;22.9;12.83;2.5;36.0;18.0;3.14
87467;2000;2000-06-30;4.26;86.13;99.0;73.0;4.6;2.0;4.5;1001.1;1014.82;7.95;24.0;10.47;-2.5;36.0;11.8;2.72
87467;2000;2000-07-31;6.22;74.71;98.0;57.0;3.03;5.7;11.7;1005.65;1019.6;1.85;26.5;6.97;-6.3;36.0;12.9;3.56
87467;2000;2000-08-31;5.82;72.9;96.0;51.0;3.45;13.0;23.9;1003.81;1017.56;5.27;27.5;10.78;-2.0;36.0;22.1;3.35
87467;2000;2000-09-30;6.57;69.83;91.0;56.0;3.1;4.0;6.2;1003.13;1016.74;7.49;33.3;13.74;-0.3;36.0;19.5;3.66
87467;2000;2000-10-31;7.04;74.74;94.0;51.0;3.84;71.0;213.3;1001.06;1014.52;12.28;33.2;17.49;4.5;36.0;22.1;4.03
87467;2000;2000-11-30;8.16;74.9;94.0;58.0;3.83;35.0;105.2;999.44;1012.75;13.87;31.4;19.05;6.0;36.0;15.9;3.18
87467;2000;2000-12-31;9.52;71.71;92.0;51.0;3.23;31.0;147.0;996.65;1009.77;16.68;36.2;22.73;8.0;36.0;20.1;2.48
87467;2000;2001-01-31;9.75;79.65;93.0;67.0;3.26;85.0;154.5;996.96;1010.05;19.57;36.7;23.71;10.5;36.0;26.2;2.48
87467;2000;2001-02-28;9.39;78.32;89.0;68.0;2.57;33.0;60.0;996.65;1009.69;19.72;36.0;24.16;11.0;36.0;11.8;2.28
87467;2000;2001-03-31;6.47;82.87;98.0;71.0;3.71;67.0;239.0;998.92;1012.1;18.26;36.9;21.79;9.0;36.0;11.8;2.66
87467;2000;2001-04-30;4.86;77.53;96.0;59.0;4.1;56.0;104.0;1002.23;1015.66;12.7;33.0;17.27;1.3;36.0;11.3;2.56
87467;2000;2001-05-31;4.23;84.26;95.0;75.0;4.0;11.0;11.0;1003.22;1016.87;9.6;29.7;12.55;-0.4;36.0;10.3;2.09
87467;2001;2001-06-30;3.78;85.0;98.0;74.0;4.4;4.0;13.5;1005.34;1019.11;8.15;26.8;10.99;-3.6;36.0;9.8;2.41
87467;2001;2001-07-31;4.97;77.19;94.0;58.0;4.48;0.3;0.3;1002.98;1016.78;5.26;26.5;9.84;-6.2;36.0;12.9;2.93
87467;2001;2001-08-31;5.59;84.45;100.0;64.0;4.29;25.0;54.2;1002.92;1016.52;10.6;31.4;13.7;1.5;36.0;12.9;3.65
87467;2001;2001-09-30;5.6;79.23;98.0;64.0;4.5;34.0;79.9;1003.92;1017.5;9.56;29.0;13.74;-2.7;36.0;14.9;3.48
87467;2001;2001-10-31;5.27;80.94;95.0;63.0;5.26;31.0;126.5;1000.18;1013.56;13.95;34.8;17.72;6.0;36.0;22.1;4.36
87467;2001;2001-11-30;9.24;68.73;85.0;52.0;3.07;25.0;89.4;999.01;1012.25;13.43;35.6;20.24;7.2;36.0;11.8;2.97
87467;2001;2001-12-31;9.63;67.03;86.0;46.0;2.84;40.0;90.5;998.5;1011.66;15.35;35.6;22.6;7.0;36.0;16.5;2.38
87467;2001;2002-01-31;9.98;72.0;86.0;60.0;2.48;40.0;59.6;998.45;1011.56;17.16;35.5;23.02;8.8;36.0;20.6;2.34
87467;2001;2002-02-28;8.18;75.68;89.0;60.0;3.5;14.0;43.8;999.43;1012.63;16.48;36.5;21.49;9.0;36.0;13.9;2.2
87467;2001;2002-03-31;5.37;83.45;97.0;65.0;4.77;141.0;278.0;996.95;1010.08;18.66;37.4;22.03;8.2;34.0;9.8;2.75
87467;2001;2002-04-30;5.14;80.5;96.0;66.0;4.07;37.0;118.0;1000.97;1014.43;12.0;31.0;15.93;2.4;36.0;9.8;2.06
87467;2001;2002-05-31;5.13;82.68;97.0;72.0;4.26;10.0;26.0;1000.64;1014.12;11.73;31.5;15.09;-0.9;36.0;9.3;2.49
87467;2002;2002-06-30;5.78;76.63;97.0;65.0;3.27;5.0;9.1;1006.3;1020.19;4.22;21.0;8.8;-3.9;36.0;10.8;1.94
87467;2002;2002-07-31;4.72;80.58;96.0;60.0;4.0;16.0;24.1;1005.63;1019.46;5.59;24.0;9.39;-2.0;36.0;14.9;2.87
87467;2002;2002-08-31;6.28;76.45;95.0;65.0;3.45;8.0;20.0;1001.79;1015.46;7.1;32.0;11.9;-2.4;36.0;20.6;3.38
87467;2002;2002-09-30;6.98;76.17;95.0;54.0;2.83;31.0;38.0;1002.41;1015.98;9.21;31.7;14.08;-2.6;36.0;11.3;3.34
87467;2002;2002-10-31;6.49;75.87;90.0;54.0;3.84;18.0;62.3;997.63;1010.92;14.27;38.2;19.29;3.5;36.0;19.0;3.91
87467;2002;2002-11-30;9.18;65.13;88.0;45.0;3.47;40.0;125.0;997.16;1010.31;14.07;37.2;21.85;7.2;36.0;20.6;4.23
87467;2002;2002-12-31;7.93;75.52;94.0;64.0;4.06;57.0;171.8;998.6;1011.78;16.76;34.3;21.79;11.8;36.0;20.1;2.63
87467;2002;2003-01-31;9.99;76.68;87.0;65.0;2.71;28.0;87.0;996.92;1010.01;18.75;38.4;23.6;9.5;36.0;8.7;1.65
87467;2002;2003-02-28;7.8;76.54;94.0;58.0;3.04;33.0;168.0;997.09;1010.2;17.21;39.0;22.22;6.2;36.0;14.9;2.46
87467;2002;2003-03-31;6.9;78.42;95.0;63.0;3.26;80.0;184.0;1000.47;1013.69;16.58;32.8;21.09;8.0;36.0;25.2;2.47
87467;2002;2003-04-30;5.14;82.03;97.0;59.0;3.93;29.0;123.0;1002.48;1015.96;12.74;28.3;16.38;3.6;36.0;13.9;2.42
87467;2002;2003-05-31;5.52;82.58;99.0;67.0;3.94;4.0;15.1;1003.17;1016.79;9.79;27.3;13.27;1.0;36.0;9.8;2.21
87467;2003;2003-06-30;3.58;83.57;96.0;69.0;5.43;0.2;0.2;1002.47;1016.13;9.28;25.2;12.27;-1.2;36.0;11.8;2.23
87467;2003;2003-07-31;5.42;72.48;95.0;53.0;3.16;16.0;38.0;1006.6;1020.51;3.04;23.5;8.55;-3.9;36.0;16.5;2.1
87467;2003;2003-08-31;6.12;69.39;97.0;51.0;3.81;18.0;31.8;1007.86;1021.71;3.99;27.6;10.12;-2.5;36.0;20.6;3.41
87467;2003;2003-09-30;7.88;60.6;86.0;39.0;2.7;7.0;9.0;1003.72;1017.3;5.58;32.7;14.18;-3.4;36.0;19.5;4.26
87467;2003;2003-10-31;7.8;60.61;93.0;38.0;2.9;5.0;12.1;1000.45;1013.75;10.4;35.3;19.49;1.2;36.0;14.9;3.65
87467;2003;2003-11-30;9.12;57.97;91.0;43.0;2.9;9.0;18.2;997.15;1010.3;12.18;38.9;22.0;6.5;36.0;20.6;4.37
87467;2003;2003-12-31;9.06;61.19;92.0;28.0;2.94;82.0;158.7;997.49;1010.65;12.9;35.2;21.72;6.8;36.0;22.6;3.63
87467;2003;2004-01-31;10.83;70.74;90.0;58.0;2.55;52.0;117.0;998.07;1011.14;18.08;35.6;24.35;12.5;20.0;11.3;2.02
87467;2003;2004-02-29;9.28;76.48;92.0;66.0;2.24;32.0;73.5;1001.29;1014.56;16.1;34.0;20.9;8.9;36.0;13.9;2.16
87467;2003;2004-03-31;7.83;72.32;91.0;57.0;2.0;46.0;120.6;1000.12;1013.34;15.07;34.5;21.1;10.6;36.0;30.9;2.58
87467;2003;2004-04-30;5.15;80.43;94.0;60.0;4.17;37.0;118.8;1000.5;1013.88;13.92;33.3;17.8;3.0;36.0;15.4;2.82
87467;2003;2004-05-31;4.72;79.87;95.0;70.0;4.29;22.0;53.7;1007.88;1021.64;7.2;23.5;10.92;0.0;36.0;10.8;2.66
87467;2004;2004-06-30;4.41;79.43;96.0;60.0;4.83;0.0;0.0;1003.63;1017.38;6.82;24.5;10.74;-2.2;36.0;13.9;2.84
87467;2004;2004-07-31;5.0;73.97;95.0;57.0;4.23;34.0;40.3;1004.55;1018.33;5.12;25.5;10.26;-6.5;36.0;11.8;3.32
87467;2004;2004-08-31;5.78;77.19;94.0;60.0;3.74;10.0;23.6;1004.67;1018.36;7.63;32.5;12.11;-2.9;36.0;11.3;3.83
87467;2004;2004-09-30;7.61;62.47;83.0;49.0;3.23;1.0;1.0;1003.06;1016.56;7.57;35.7;15.45;-1.5;36.0;15.4;3.81
87467;2004;2004-10-31;8.23;67.58;90.0;52.0;3.65;26.0;67.5;1000.14;1013.54;10.91;34.5;17.62;4.0;36.0;20.6;4.24
87467;2004;2004-11-30;7.78;68.67;93.0;46.0;4.13;72.0;112.4;999.53;1012.79;13.35;36.0;20.24;7.4;36.0;25.2;3.92
87467;2004;2004-12-31;9.26;72.19;87.0;57.0;3.03;45.0;149.0;998.05;1011.19;16.65;36.6;22.55;12.0;36.0;15.4;3.39
87467;2004;2005-01-31;8.35;74.61;88.0;60.0;3.65;55.0;109.9;996.86;1009.96;17.97;36.6;23.21;9.0;36.0;18.0;2.73
87467;2004;2005-02-28;7.42;81.64;95.0;67.0;4.07;52.0;128.7;1000.21;1013.38;18.65;33.0;22.25;7.0;36.0;19.5;1.95
87467;2004;2005-03-31;7.28;74.87;93.0;64.0;3.29;49.0;168.0;1000.76;1014.03;15.02;36.0;20.21;7.4;36.0;11.8;3.06
87467;2004;2005-04-30;6.54;76.37;96.0;59.0;3.07;18.0;30.5;1003.7;1017.27;10.18;28.7;15.06;-0.6;36.0;15.4;2.56
87467;2004;2005-05-31;4.72;76.16;94.0;57.0;4.03;4.0;9.0;1000.38;1013.96;8.36;27.8;13.07;-2.2;36.0;10.3;3.15
87467;2005;2005-06-30;1.86;81.53;95.0;51.0;6.8;15.0;17.3;1002.8;1016.43;9.04;28.0;12.45;-2.5;36.0;9.8;2.86
87467;2005;2005-07-31;4.85;78.65;96.0;61.0;3.71;16.0;19.9;1005.3;1019.11;6.2;27.5;10.24;-3.2;36.0;13.9;3.37
87467;2005;2005-08-31;4.32;76.39;94.0;58.0;4.39;17.0;17.8;1003.76;1017.52;6.2;23.6;10.73;-4.0;36.0;14.9;3.45
87467;2005;2005-09-30;7.22;68.83;93.0;53.0;2.9;31.0;43.0;1006.95;1020.66;5.92;28.1;12.26;-5.0;36.0;18.0;2.96
87467;2005;2005-10-31;7.37;65.68;91.0;45.0;3.1;42.0;60.0;1002.57;1016.04;9.21;34.5;16.49;0.2;36.0;11.8;3.61
87467;2005;2005-11-30;9.46;67.03;92.0;51.0;2.83;26.0;84.1;998.65;1011.82;14.33;35.4;21.59;6.8;36.0;20.6;3.8
87467;2005;2005-12-31;9.37;67.35;89.0;48.0;3.23;44.0;72.0;998.31;1011.48;14.91;33.6;21.92;6.5;36.0;9.8;3.25
87467;2005;2006-01-31;9.07;74.87;96.0;56.0;3.9;58.0;170.0;997.12;1010.14;18.81;39.9;24.16;10.5;36.0;10.3;3.1
87467;2005;2006-02-28;8.21;80.0;98.0;68.0;3.11;34.0;109.9;998.37;1011.56;17.85;36.5;21.99;8.1;36.0;10.8;2.55
87467;2005;2006-03-31;7.42;79.35;96.0;62.0;2.94;14.0;63.5;999.73;1013.04;14.86;33.0;19.14;5.5;36.0;20.6;2.23
87467;2005;2006-04-30;6.55;79.3;97.0;57.0;3.17;56.0;200.0;1001.77;1015.17;13.26;29.5;17.64;3.2;36.0;23.7;2.54
87467;2005;2006-05-31;5.81;80.55;97.0;64.0;3.19;0.0;0.0;1007.49;1021.25;7.31;25.8;11.2;-2.2;36.0;9.8;2.37
87467;2006;2006-06-30;3.58;86.73;98.0;64.0;4.63;14.0;30.1;1003.65;1017.35;8.36;22.5;10.95;-1.5;36.0;12.9;2.71
87467;2006;2006-07-31;5.35;81.65;100.0;65.0;3.84;0.5;0.9;1002.33;1016.02;8.28;29.4;12.0;-6.6;36.0;12.9;3.12
87467;2006;2006-08-31;6.66;69.58;91.0;49.0;2.74;11.0;11.2;1003.63;1017.38;3.97;30.5;10.42;-3.0;36.0;11.8;2.68
87467;2006;2006-09-30;7.78;58.83;89.0;45.0;2.67;3.0;5.3;1003.49;1017.09;5.02;32.5;14.01;-4.1;36.0;19.0;4.05
87467;2006;2006-10-31;7.73;67.23;89.0;44.0;3.9;42.0;78.7;999.36;1012.67;12.44;34.5;19.62;3.6;36.0;14.9;3.9
87467;2006;2006-11-30;8.75;72.67;97.0;52.0;3.23;31.2;121.2;999.39;1012.62;15.04;35.6;20.8;7.0;36.0;20.1;3.9
87467;2006;2006-12-31;8.85;76.13;97.0;53.0;4.23;97.0;243.5;996.59;1009.67;18.68;36.4;23.66;11.8;36.0;14.9;3.13
87467;2006;2007-01-31;7.69;82.19;97.0;67.0;4.19;21.0;64.6;997.49;1010.62;18.99;35.3;22.55;12.0;34.0;14.9;2.73
87467;2006;2007-02-28;7.87;79.57;95.0;66.0;3.43;58.0;92.1;997.6;1010.75;17.73;37.0;21.88;8.4;36.0;11.8;2.47
87467;2006;2007-03-31;5.42;83.42;98.0;67.0;4.13;39.0;246.0;999.25;1012.49;16.69;31.9;20.06;9.0;36.0;15.9;2.75
87467;2006;2007-04-30;6.03;79.33;96.0;67.0;3.97;18.0;37.0;1001.42;1014.79;13.75;33.6;17.91;2.1;36.0;18.5;3.39
87467;2006;2007-05-31;6.28;78.23;99.0;61.0;3.39;28.0;32.0;1006.22;1020.0;5.83;27.0;10.18;-3.8;36.0;11.8;2.84
87467;2007;2007-06-30;5.78;76.2;94.0;46.0;2.93;10.0;10.0;1003.7;1017.6;3.24;22.8;8.11;-3.9;36.0;10.3;2.13
87467;2007;2007-07-31;6.22;69.9;97.0;49.0;3.45;0.6;0.7;1005.26;1019.24;0.48;25.1;6.7;-8.4;36.0;12.3;2.71
87467;2007;2007-08-31;6.42;69.45;90.0;49.0;3.48;3.0;6.3;1007.46;1021.39;1.48;26.0;7.75;-6.5;36.0;20.1;4.32
87467;2007;2007-09-30;5.73;76.7;97.0;62.0;4.53;45.0;76.9;1002.9;1016.42;10.58;32.3;15.41;0.2;36.0;25.2;4.6
87467;2007;2007-10-31;7.22;75.55;95.0;51.0;3.94;29.0;79.6;999.44;1012.77;13.26;34.1;18.32;5.4;36.0;21.6;4.08
87467;2007;2007-11-30;10.12;59.33;82.0;47.0;2.2;3.0;4.8;998.45;1011.72;11.25;36.2;20.37;1.2;36.0;20.6;3.82
87467;2007;2007-12-31;10.08;62.65;90.0;46.0;2.61;43.0;116.6;997.65;1010.81;14.47;36.5;23.02;9.0;36.0;20.6;3.0
87467;2007;2008-01-31;9.23;73.55;96.0;50.0;3.81;27.0;85.5;997.92;1011.07;18.07;37.1;23.6;10.2;36.0;12.9;2.76
87467;2007;2008-02-29;8.2;79.86;93.0;68.0;3.62;25.0;123.3;998.62;1011.85;18.29;35.0;22.4;9.2;36.0;11.3;2.25
87467;2007;2008-03-31;7.66;76.87;94.0;65.0;2.84;27.0;67.5;1000.75;1014.06;15.87;34.8;20.66;9.0;23.0;17.5;2.55
87467;2007;2008-04-30;7.98;68.43;85.0;48.0;2.03;15.0;24.0;999.94;1013.44;9.82;32.1;16.62;-2.0;36.0;17.0;1.78
87467;2007;2008-05-31;7.09;73.42;84.0;56.0;2.97;0.6;1.1;1003.69;1017.4;7.89;31.4;13.27;-5.4;36.0;19.0;2.21
87467;2008;2008-06-30;5.56;72.23;89.0;49.0;3.4;3.0;3.1;1005.6;1019.57;2.78;22.6;8.52;-5.0;36.0;17.0;2.71
87467;2008;2008-07-31;4.86;75.42;97.0;43.0;4.45;0.7;1.1;1002.9;1016.63;7.7;31.0;12.85;-1.8;36.0;15.9;3.27
87467;2008;2008-08-31;7.37;57.1;84.0;33.0;2.39;0.0;0.0;1002.58;1016.37;1.26;34.0;10.93;-3.4;36.0;21.6;3.46
87467;2008;2008-09-30;7.5;55.33;88.0;33.0;3.37;13.0;17.0;1005.74;1019.44;3.74;33.0;13.95;-3.4;36.0;18.0;3.7
87467;2008;2008-10-31;8.83;63.26;94.0;40.0;3.48;26.0;66.3;1002.38;1015.8;10.09;33.7;18.41;2.2;32.0;18.0;3.53
87467;2008;2008-11-30;8.97;57.97;91.0;37.0;3.4;31.0;114.5;999.12;1012.28;13.23;38.0;23.2;4.6;36.0;15.9;3.32
87467;2008;2008-12-31;9.2;65.87;86.0;50.0;3.55;16.0;57.4;999.01;1012.19;15.92;37.7;23.37;8.8;36.0;13.9;2.5
87467;2008;2009-01-31;9.95;70.1;89.0;53.0;2.81;30.0;127.9;999.68;1012.86;16.24;37.5;22.71;8.5;36.0;16.5;1.76
87467;2008;2009-02-28;9.1;81.14;96.0;72.0;2.54;44.0;159.0;997.86;1011.07;17.94;35.5;21.72;11.6;36.0;10.3;1.58
87467;2008;2009-03-31;8.84;74.48;95.0;61.0;2.45;47.0;104.0;998.98;1012.2;16.7;35.6;22.15;9.5;36.0;10.3;1.68
87467;2008;2009-04-30;8.12;70.2;83.0;51.0;2.3;21.0;25.3;1002.64;1016.04;13.1;34.3;19.42;7.0;36.0;18.5;2.21
87467;2008;2009-05-31;6.51;73.52;96.0;53.0;3.58;4.0;9.5;1001.7;1015.3;9.23;32.0;14.63;-1.3;36.0;22.1;2.44
87467;2009;2009-06-30;7.15;70.13;86.0;54.0;2.53;0.0;0.0;1004.92;1018.89;2.66;27.5;8.74;-5.6;36.0;12.9;3.07
87467;2009;2009-07-31;6.87;66.1;95.0;49.0;3.16;19.0;36.0;1005.49;1019.51;0.82;27.1;7.91;-5.8;36.0;17.0;2.48
87467;2009;2009-08-31;7.15;59.94;73.0;43.0;3.26;0.5;0.5;1001.55;1015.23;4.44;35.6;13.39;-5.9;36.0;15.4;3.41
87467;2009;2009-09-30;6.81;73.57;95.0;57.0;3.17;50.0;120.1;1005.35;1019.1;6.83;29.6;12.31;-1.9;36.0;20.6;4.64
87467;2009;2009-10-31;9.2;56.65;81.0;41.0;3.03;32.0;57.0;999.32;1012.75;7.93;38.8;17.99;1.5;36.0;23.2;4.25
87467;2009;2009-11-30;8.42;69.5;90.0;40.0;4.53;50.0;134.79999999999998;994.42;1007.6;15.02;35.4;21.77;9.2;36.0;19.5;4.12
87467;2009;2009-12-31;7.39;78.45;91.0;60.0;4.81;43.0;210.8;997.96;1011.19;17.54;32.6;21.87;12.4;36.0;11.3;2.53
87467;2009;2010-01-31;10.49;79.1;92.0;69.0;2.87;87.0;190.2;996.6;1009.68;19.55;35.7;23.8;10.9;36.0;15.4;2.04
87467;2009;2010-02-28;7.56;85.04;94.0;71.0;4.71;64.0;202.3;996.62;1009.76;20.25;34.5;23.19;9.6;36.0;19.5;2.18
87467;2010;2010-12-31;10.46;63.81;90.0;41.0;2.61;39.0;125.5;995.18;1008.29;15.29;36.4;23.54;6.6;32.0;19.5;2.54
87467;2010;2011-01-31;10.07;70.77;85.0;54.0;2.71;59.0;127.5;995.93;1009.03;18.12;37.5;24.38;10.6;36.0;12.3;2.37
87467;2010;2011-02-28;8.39;81.07;96.0;66.0;3.18;51.0;139.0;1000.13;1013.4;17.96;33.0;21.69;12.4;23.0;9.3;2.3
87467;2010;2011-03-31;8.12;74.48;93.0;58.0;2.71;29.0;80.0;1000.56;1013.9;14.7;34.5;20.17;5.5;36.0;16.5;1.77
87467;2010;2011-04-30;6.69;71.5;93.0;52.0;3.57;40.0;91.0;1001.04;1014.5;11.41;31.5;17.48;3.5;36.0;16.5;2.66
87467;2010;2011-05-31;5.99;80.29;93.0;61.0;3.81;71.0;87.0;1005.1;1018.86;9.15;25.2;12.95;0.3;36.0;18.5;2.04
87467;2011;2011-06-30;4.39;84.43;99.0;63.0;4.1;8.0;25.4;1003.42;1017.32;6.31;23.5;9.27;-5.0;36.0;16.5;2.1
87467;2011;2011-07-31;6.15;69.74;86.0;54.0;3.87;4.0;4.6;1004.92;1018.83;3.42;27.3;9.58;-6.0;36.0;12.9;2.59
87467;2011;2011-08-31;6.12;67.77;95.0;38.0;3.48;2.0;3.5;1004.28;1018.05;4.26;29.1;11.24;-5.3;36.0;17.5;4.79
87467;2011;2011-09-30;7.64;56.67;84.0;35.0;2.83;13.0;18.0;1003.82;1017.41;5.71;34.0;15.67;-1.3;36.0;24.7;6.25
87467;2011;2011-10-31;7.33;73.03;94.0;50.0;3.87;88.0;186.0;1001.18;1014.69;11.05;30.0;16.85;3.9;36.0;20.6;4.81
87467;2011;2011-11-30;9.02;63.93;90.0;49.0;3.23;51.0;109.0;998.53;1011.74;14.5;35.3;22.51;8.1;32.0;31.4;5.82
87467;2011;2011-12-31;10.79;60.97;85.0;40.0;2.42;18.0;25.2;998.62;1011.8;14.2;42.0;23.1;7.9;36.0;22.1;4.28
87467;2011;2012-01-31;10.76;67.35;90.0;51.0;1.94;57.5;70.2;997.55;1010.66;17.14;41.0;24.31;12.4;36.0;27.8;4.39
87467;2011;2012-02-29;8.21;78.38;98.0;64.0;4.03;34.5;147.0;996.32;1009.46;19.16;38.0;23.66;9.5;25.0;26.8;4.27
