hydro_year;omm_id;id;helio;hr;nub;prcp;pres_est;pres_nm;td;tmax;tmed;tmin;vmax_d;vmax_f;vmed;caudal;station_elev;n_station
2014;87467;61274375;2526.3;27313.0;1309.0;953.1;365468.4;370388.6;4594.9;9226.9;6537.3;4183.0;4764.0;3790.9;1424.6;0.0;41610;Marcos Juarez Aero
2014;87534;69142680;2742.2;25666.0;1164.0;946.9;364329.2;370232.3;4046.7;9073.2;6365.2;4161.7;6239.0;2968.9;1031.8;0.0;50005;Laboulaye Aero
2014;9987009;75855760;632.4;26451.0;0.0;855.1;0.0;0.0;4898.1;9608.4;0.0;4000.5;0.0;0.0;346.2;0.0;106580;Manfredi INTA
2014;9987013;76633210;0.0;0.0;0.0;584.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;359160;Capilla del Monte INTA
2015;1;86388993;0.0;0.0;0.0;1336.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;398940;La Florida
2015;2;92869313;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;77834.273001;3357;Pueblo Andino
2015;87244;7341045;0.0;26800.0;1651.0;744.3;356943.9;371441.5;4478.1;9014.2;6596.6;1765.9;0.0;0.0;490.4;0.0;124806;Villa Maria del Rio Seco
2015;87328;15230907;2685.9;23756.0;1489.0;918.6;347280.5;370866.5;3783.8;9138.9;6621.8;4573.6;7760.0;2614.1;1068.5;0.0;208254;Villa Dolores Aero
2015;87344;23120769;2297.1;26612.0;1748.0;921.1;350506.9;371355.7;3926.0;8718.3;6038.8;3877.8;4756.0;3165.4;1171.5;0.0;173484;Cordoba Aero
2015;87345;31010631;1997.8;25929.0;1706.0;969.8;353052.5;370871.0;4431.2;9054.6;6664.6;4802.8;5315.0;3788.9;692.9;0.0;155916;Cordoba Obs.
2015;87349;38900493;2214.0;26148.0;1672.0;709.1;353984.0;368272.6;4180.5;8700.3;6321.9;4288.0;5765.0;2552.7000000000003;959.7;0.0;123708;Pilar Obs.
2015;87453;46790355;2069.6;25463.0;1610.0;897.9;353401.5;371309.4;3569.7;8227.3;5971.1;4064.7;2133.0;1207.3;1545.8;0.0;154086;Rio Cuarto Aero
2015;87466;53778393;2369.6;26595.0;0.0;967.7;0.0;0.0;4860.4;8781.0;0.0;4515.9;0.0;0.0;871.5;0.0;40260;Marcos Juarez INTA
2015;87467;61576023;2252.3;28209.0;1586.0;1213.2;366530.6;371476.0;4635.1;8692.4;6344.2;4225.2;1484.0;728.0;1104.3;0.0;41724;Marcos Juarez Aero
2015;87534;69465885;2405.3;26346.0;1467.0;1142.2;365587.4;371528.1;3926.1;8443.8;6057.5;4107.0;6254.0;2731.1;955.1;0.0;50142;Laboulaye Aero
2015;9987009;76197357;0.0;27376.0;0.0;905.4;0.0;0.0;4780.7;9089.5;0.0;3892.1;0.0;0.0;52.6;0.0;106872;Manfredi INTA
2015;9987013;76976937;0.0;0.0;0.0;817.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;360144;Capilla del Monte INTA
2016;1;86286365;0.0;0.0;0.0;887.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;397850;La Florida
2016;2;91013115;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;49119.31634;3285;Pueblo Andino
2016;87244;7454395;0.0;25661.0;1342.0;596.0;356218.8;370708.2;4044.4;9414.4;6432.8;3911.6;0.0;0.0;497.4;0.0;124465;Villa Maria del Rio Seco
2016;87328;15322700;3051.9;22467.0;1190.0;616.8;346571.4;370111.9;3425.5;9361.2;6590.6;4255.2;7221.0;2641.6;1134.2;0.0;207685;Villa Dolores Aero
2016;87344;23191005;2684.2;25475.0;1363.0;752.6;349740.3;370609.4;3544.9;8842.4;5973.5;3508.4;4359.0;3631.0;1196.7;0.0;173010;Cordoba Aero
2016;87345;31059310;2529.2;25478.0;1300.0;795.9;352114.3;369886.6;4325.5;9182.8;6645.5;4623.5;5295.0;3924.5;721.9;0.0;155490;Cordoba Obs.
2016;87349;38927615;2714.9;25986.0;1301.0;672.4;355908.4;370281.8;4069.9;8759.8;6304.3;4111.7;1113.0;251.20000000000002;775.6;0.0;123370;Pilar Obs.
2016;87453;46795920;2538.2;24385.0;1281.0;559.0;352593.3;370449.6;3347.2;8258.2;6023.7;3974.1;4729.0;3271.1;1772.7;0.0;153665;Rio Cuarto Aero
2016;87466;53764865;2553.4;26839.0;0.0;892.1;0.0;0.0;4880.4;8866.4;0.0;4212.9;0.0;0.0;954.1;0.0;40150;Marcos Juarez INTA
2016;87467;61541190;2373.8;28034.0;1288.0;1037.2;365504.3;370441.4;4470.9;8732.5;6217.4;3869.8;3197.0;1144.9;1043.1;0.0;41610;Marcos Juarez Aero
2016;87534;69409495;2619.7;26262.0;1253.0;1433.0;364704.0;370628.4;3950.1;8539.3;6096.2;4099.5;6804.0;2618.7;944.0;0.0;50005;Laboulaye Aero
2016;9987009;76122575;0.0;23736.0;0.0;786.0;0.0;0.0;3792.9;8264.4;0.0;3001.8;0.0;0.0;70.9;0.0;106580;Manfredi INTA
2016;9987013;76900025;0.0;0.0;0.0;617.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;359160;Capilla del Monte INTA
2017;1;86419590;0.0;0.0;0.0;917.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;397850;La Florida
2017;2;23460567;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7431.64307;846;Pueblo Andino
2017;87244;7587620;0.0;25546.0;1375.0;596.5;355794.7;370197.6;4503.3;9846.3;6909.7;4350.6;0.0;0.0;628.9;0.0;124465;Villa Maria del Rio Seco
2017;87328;15455925;3125.4;20787.0;1199.0;576.6;346220.9;369656.8;3192.5;9665.9;6915.0;4576.1;7620.0;2910.7;1184.7;0.0;207685;Villa Dolores Aero
2017;87344;23324230;2763.6;23428.0;1381.0;587.5;349347.3;370144.8;3370.3;9425.7;6366.4;3769.2;4559.0;4005.2000000000003;1385.5;0.0;173010;Cordoba Aero
2017;87345;31192535;2406.3;22717.0;1286.0;669.9;351507.7;369173.3;3977.1;9701.3;7083.1;4972.3;5514.0;4167.2;774.5;0.0;155490;Cordoba Obs.
2017;87349;39060840;2743.5;24545.0;1324.0;633.1;355278.5;369582.3;3988.2;9255.7;6628.5;4369.8;2757.0;1314.0;936.3;0.0;123370;Pilar Obs.
2017;87453;46929145;2659.8;23032.0;1293.0;509.0;352228.9;370024.2;3199.4;8809.1;6259.2;3980.6;7618.0;5495.3;1887.0;0.0;153665;Rio Cuarto Aero
2017;87466;53898090;2467.2;25540.0;0.0;792.7;0.0;0.0;4816.4;8718.2;0.0;4421.7;0.0;0.0;1008.9;0.0;40150;Marcos Juarez INTA
2017;87467;61674415;2518.5;27179.0;1414.0;808.7;364813.7;369730.2;4455.4;9167.9;6425.4;3989.2;4156.0;3601.2000000000003;1463.5;0.0;41610;Marcos Juarez Aero
2017;87534;69542720;2677.0;25179.0;1248.0;762.9;364309.4;370217.9;3793.2;8823.1;6253.4;4111.9;6616.0;2695.8;971.0;0.0;50005;Laboulaye Aero
2017;9987009;31948542;0.0;4254.0;0.0;192.0;0.0;0.0;609.0;3294.2;0.0;874.7;0.0;0.0;390.5;0.0;44676;Manfredi INTA
2017;9987013;77033250;0.0;0.0;0.0;649.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;359160;Capilla del Monte INTA
2018;1;43141189;0.0;0.0;0.0;351.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;198380;La Florida
2018;87244;7720845;0.0;28093.0;1462.0;796.1;356149.2;370646.9;4603.7;9093.5;6343.7;4109.6;18.0;12.3;567.3;0.0;124465;Villa Maria del Rio Seco
2018;87328;15589150;2969.3;22723.0;1347.0;722.3;346600.1;370360.3;3409.0;9178.3;6515.9;4266.3;7320.0;2482.9;971.5;0.0;207685;Villa Dolores Aero
2018;87344;23457455;2594.6;25337.0;1428.0;829.2;349751.6;370643.5;3580.2;8770.7;6031.6;3641.8;4482.0;3638.4;1363.1;0.0;173010;Cordoba Aero
2018;87345;31325760;2317.5;24082.0;1361.0;931.2;351702.2;369454.8;3937.4;9051.3;6635.2;4687.2;5390.0;3315.4;750.8;0.0;155490;Cordoba Obs.
2018;87349;39194065;2682.0;25907.0;1376.0;733.6;356037.3;370422.5;4014.6;8697.1;6267.4;4240.4;7241.0;3620.3;972.4;0.0;123370;Pilar Obs.
2018;87453;47062370;2446.8;24528.0;1396.0;1067.9;352614.5;370486.2;3324.2;8325.6;5942.7;3933.9;6063.0;4692.6;1845.6;0.0;153665;Rio Cuarto Aero
2018;87466;49585360;2199.6;22133.0;0.0;680.4;0.0;0.0;3962.2;7789.8;0.0;3647.1;0.0;0.0;880.3;0.0;36850;Marcos Juarez INTA
2018;87467;61807640;2449.0;27486.0;1369.0;1075.7;365056.8;369992.0;4219.8;8731.3;6089.5;3872.9;4058.0;3893.5;1497.6;0.0;41610;Marcos Juarez Aero
2018;87534;69675945;2603.8;25288.0;1259.0;705.7;364757.9;370690.6;3583.8;8655.7;5976.1;3767.3;6762.0;2694.2;998.5;0.0;50005;Laboulaye Aero
2018;9987013;77166475;0.0;0.0;0.0;657.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;359160;Capilla del Monte INTA
2019;87244;4761123;0.0;14935.0;735.0;272.7;216604.5;225443.1;2120.4;5638.1;3720.7;2095.5;0.0;0.0;441.9;0.0;75702;Villa Maria del Rio Seco
2019;87328;9546777;1952.9;11595.0;733.0;195.2;210762.5;225223.1;1374.8;5684.1;3918.6;2380.9;4674.0;1711.7;645.8;0.0;126318;Villa Dolores Aero
2019;87344;14332431;1263.2;13706.0;775.0;421.4;212732.3;225462.7;1629.0;5332.2;3558.4;1980.9;2782.0;2446.2000000000003;885.2;0.0;105228;Cordoba Aero
2019;87345;19118085;1494.6;13036.0;704.0;352.3;214299.5;225132.3;1845.0;5535.0;3928.2;2595.4;3150.0;2298.8;510.7;0.0;94572;Cordoba Obs.
2019;87349;23903739;1728.0;14209.0;746.0;281.8;216789.3;225571.5;1890.8;5258.1;3655.8;2275.3;4253.0;2314.2000000000003;635.8;0.0;75036;Pilar Obs.
2019;87453;28689393;1441.5;13344.0;749.0;431.3;214477.1;225378.5;1404.8;5043.1;3431.1;2135.8;2982.0;2109.3;1104.5;0.0;93462;Rio Cuarto Aero
2019;87467;37657749;1526.1;15872.0;793.0;487.6;222386.2;225399.1;2123.8;5110.6;3468.3;2025.1;3229.0;2352.1;923.7;0.0;25308;Marcos Juarez Aero
2019;87534;42443403;1612.2;13599.0;709.0;379.9;221879.6;225502.4;1403.3;5158.1;3404.7;1922.0;4199.0;1794.7;705.4;0.0;30414;Laboulaye Aero
2019;9987013;44881142;0.0;0.0;0.0;200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;208608;Capilla del Monte INTA
