,omm_id,hydro_year,helio,hr,nub,pres_est,pres_nm,td,tmax,tmed,tmin,vmax_d,vmax_f,vmed,caudal,PTA,PMDA
55,1,2012,,,,,,,20.866666666666667,,6.716666666666668,,,4.670833333333333,,1078.5,91.0
56,1,2013,,,,,,,20.733333333333334,,6.7,,,4.641666666666667,,1253.2,142.0
57,1,2014,,,,,,,21.583333333333332,,7.608333333333333,,,4.756666666666667,,1171.1,52.5
58,1,2015,,,,,,,20.308333333333334,,6.558333333333334,,,4.516666666666667,,1336.0,109.0
59,1,2016,,,,,,,20.525000000000002,,6.75,,,4.683333333333334,,887.5,70.0
60,1,2017,,,,,,,21.275,,7.266666666666667,,,4.564166666666666,,917.0,52.0
61,1,2018,,,,,,,20.400000000000002,,6.383333333333333,,,4.533333333333333,,351.5,94.0
62,87349,1960,6.883443708609272,76.2751677852349,4.08,973.8125827814571,,14.844,23.974999999999998,19.762913907284766,14.029333333333334,,,1.6726666666666667,,462.1,48.4
63,87349,1961,7.365479452054795,67.26589595375722,3.7254335260115607,975.0142028985508,,10.680346820809248,25.372755417956654,17.725144508670517,11.078904109589041,,,1.9664739884393063,,679.3,76.5
64,87349,1962,7.685277777777777,62.58456973293769,3.6371681415929205,976.1032352941176,,10.048529411764706,24.985205479452055,18.398235294117647,11.033150684931506,6.666666666666667,65.0,1.8708823529411764,,570.8,52.3
65,87349,1963,6.499442896935934,67.11878453038673,4.59228650137741,974.9410468319559,,10.842148760330579,23.928415300546447,18.049035812672177,11.523224043715848,5.714285714285714,47.92857142857143,1.8132231404958679,,643.0,52.3
66,87349,1964,7.820936639118457,61.666666666666664,3.441095890410959,975.1619178082191,,9.054945054945055,24.242191780821916,17.63013698630137,9.805479452054794,21.229508196721312,3.0196721311475407,1.7252054794520548,,801.2,110.0
67,87349,1965,7.33890410958904,67.08516483516483,4.123626373626373,974.417808219178,,11.023835616438356,24.243681318681322,18.28219178082192,11.359178082191782,19.236914600550964,3.366115702479339,1.9684931506849315,,834.7,63.2
68,87349,1966,7.629201101928375,61.23561643835617,3.96986301369863,974.8021917808219,,9.75917808219178,24.847252747252746,18.61260273972603,11.086225895316804,18.638356164383563,3.5693150684931507,2.1087671232876715,,628.1,52.0
69,87349,1967,7.777094972067038,58.87978142076503,3.9453551912568305,975.7808743169398,,8.352459016393443,24.254644808743173,17.93005464480874,10.129234972677596,15.398907103825136,4.107377049180328,2.396994535519126,,616.3,39.5
70,87349,1968,7.408146067415731,65.35890410958905,4.260273972602739,975.1334246575343,,11.278630136986301,22.950545454545452,19.016712328767124,12.31123287671233,15.621917808219179,4.315890410958904,2.5241095890410956,,805.7,74.7
71,87349,1969,7.744036697247707,58.172602739726024,4.1945205479452055,975.0164383561644,,9.202465753424658,25.22082191780822,18.959999999999997,11.687397260273972,17.912328767123288,4.1386301369863014,2.4295890410958902,,639.0,56.4
72,87349,1970,7.9235099337748345,56.608219178082194,3.936986301369863,974.9561643835616,,7.7065753424657535,24.009315068493148,17.950410958904108,10.395890410958904,20.55890410958904,4.22931506849315,2.284657534246575,,622.0,56.4
